Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
JTE1055,TRW,JTE1055 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"AUDI|
SEAT|
SKODA|
VW|
VW (SVW)|
","Q3 позашляховик 2018 р. - 2021 р.,
Q3 позашляховик 2019 р. - 2021 р.,
Q3 позашляховик 2011 р. - Наш час|
Leon хетчбек 2005 р. - 2021 р.,
Leon хетчбек 2019 р. - 2021 р.,
Leon універсал 2013 р. - Наш час,
Leon універсал 2020 р. - 2021 р.,
Alhambra мінівен 2010 р. - Наш час,
Tarraco позашляховик 2018 р. - 2021 р.|
Octavia універсал 2004 р. - 2013 р.,
Yeti позашляховик 2009 р. - Наш час,
Octavia хетчбек 2012 р. - Наш час,
Octavia хетчбек 2020 р. - 2021 р.,
Superb універсал 2009 р. - 2015 р.,
Octavia універсал 2012 р. - Наш час,
Superb універсал 2015 р. - Наш час,
Superb хетчбек 2015 р. - Наш час,
Superb хетчбек 2008 р. - 2015 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Octavia універсал 2019 р. - 2021 р.|
Arteon універсал 2020 р. - 2021 р.,
Passat універсал 2005 р. - 2011 р.,
Passat універсал 2010 р. - 2015 р.,
Golf хетчбек 2019 р. - 2021 р.,
Jetta седан 2010 р. - Наш час,
Caddy фургон 2015 р. - Наш час,
Beetle кабріолет 2011 р. - Наш час,
Touran мінівен 2015 р. - Наш час,
Beetle хетчбек 2011 р. - Наш час,
Passat купе 2008 р. - 2012 р.,
Passat седан 2014 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Passat універсал 2012 р. - 2014 р.,
Caddy універсал 2004 р. - 2015 р.,
Tiguan позашляховик 2007 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Touran мінівен 2010 р. - 2015 р.,
Passat седан 2010 р. - 2014 р.,
Tiguan позашляховик 2016 р. - Наш час,
CC купе 2011 р. - Наш час,
Caddy універсал 2015 р. - Наш час,
Sharan мінівен 2010 р. - Наш час,
Golf універсал 2020 р. - 2021 р.,
Passat універсал 2015 р. - Наш час,
Passat універсал 2014 р. - Наш час,
Caddy фургон 2004 р. - 2015 р.|
"
JTE1114,TRW,JTE1114 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","LEMFÖRDER 32012 02|
DELPHI TA2501|
FEBI BILSTEIN 36094|
SIDEM 5839|
SWAG 60 93 6094|
DENCKERMANN D130364|
TOPRAN 700 736|
RTS 91-90432-110|
","MERCEDES-BENZ|
RENAULT|
","Citan легковий фургон 2012 р. - Наш час,
Citan фургон 2012 р. - Наш час,
Citan універсал 2012 р. - Наш час|
Kangoo мінівен 2008 р. - Наш час,
Kangoo Express фургон 2008 р. - Наш час,
Kangoo мінівен 1997 р. - Наш час,
Kangoo мінівен 2009 р. - Наш час|
"
JTE1133,TRW,JTE1133 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"RENAULT|
","Fluence седан 2010 р. - Наш час,
Megane універсал 2008 р. - Наш час,
Scénic мінівен 2009 р. - Наш час,
Grand Scénic мінівен 2009 р. - Наш час,
Megane хетчбек 2008 р. - Наш час,
Megane купе 2008 р. - Наш час,
Megane кабріолет 2010 р. - Наш час|
"
30710024,SWAG,30 71 0024 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Парні номери артикулів: 30710023|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7139|
PROFIT 2302-0430|
SPIDAN 46030|
RUVILLE 915434|
LEMFÖRDER 10250 02|
MONROE L29118|
QUINTON HAZELL QR2767S|
DELPHI TA1237|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf кабріолет 1993 р. - 1998 р.,
Passat легковий фургон 1988 р. - 1996 р.|
"
5834,Sidem,5834 Sidem Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.63 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 57062|
LEMFÖRDER 30620 02|
MONROE L25126|
DELPHI TA1941|
FEBI BILSTEIN 24815|
NK 5033955|
OPTIMAL G1-1240|
MAPCO 49147|
","RENAULT|
","Scénic мінівен 2003 р. - Наш час,
Megane кабріолет 2003 р. - 2009 р.,
Megane седан 2003 р. - Наш час,
Megane хетчбек 2002 р. - 2011 р.,
Grand Scénic мінівен 2009 р. - Наш час,
Scénic мінівен 2009 р. - Наш час,
Megane хетчбек 2008 р. - Наш час,
Megane універсал 2003 р. - 2012 р.,
Megane купе 2008 р. - Наш час,
Grand Scénic мінівен 2004 р. - Наш час,
Megane хетчбек 2015 р. - Наш час|
"
JTE1054,TRW,JTE1054 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"AUDI|
SEAT|
SKODA|
VW|
VW (SVW)|
","Q3 позашляховик 2018 р. - 2021 р.,
Q3 позашляховик 2019 р. - 2021 р.,
Q3 позашляховик 2011 р. - Наш час|
Leon хетчбек 2005 р. - 2021 р.,
Leon хетчбек 2019 р. - 2021 р.,
Leon універсал 2013 р. - Наш час,
Leon універсал 2020 р. - 2021 р.,
Alhambra мінівен 2010 р. - Наш час,
Tarraco позашляховик 2018 р. - 2021 р.|
Octavia універсал 2004 р. - 2013 р.,
Yeti позашляховик 2009 р. - Наш час,
Octavia хетчбек 2012 р. - Наш час,
Octavia хетчбек 2020 р. - 2021 р.,
Superb універсал 2009 р. - 2015 р.,
Octavia універсал 2012 р. - Наш час,
Superb універсал 2015 р. - Наш час,
Superb хетчбек 2015 р. - Наш час,
Superb хетчбек 2008 р. - 2015 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Octavia універсал 2019 р. - 2021 р.|
Arteon універсал 2020 р. - 2021 р.,
Passat універсал 2005 р. - 2011 р.,
Passat універсал 2010 р. - 2015 р.,
Golf хетчбек 2019 р. - 2021 р.,
Jetta седан 2010 р. - Наш час,
Caddy фургон 2015 р. - Наш час,
Beetle кабріолет 2011 р. - Наш час,
Touran мінівен 2015 р. - Наш час,
Beetle хетчбек 2011 р. - Наш час,
Passat купе 2008 р. - 2012 р.,
Passat седан 2014 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Passat універсал 2012 р. - 2014 р.,
Caddy універсал 2004 р. - 2015 р.,
Tiguan позашляховик 2007 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Touran мінівен 2010 р. - 2015 р.,
Passat седан 2010 р. - 2014 р.,
Tiguan позашляховик 2016 р. - Наш час,
CC купе 2011 р. - Наш час,
Caddy універсал 2015 р. - Наш час,
Sharan мінівен 2010 р. - Наш час,
Golf універсал 2020 р. - 2021 р.,
Passat універсал 2015 р. - Наш час,
Passat універсал 2014 р. - Наш час,
Caddy фургон 2004 р. - 2015 р.|
"
23020430,Profit,2302-0430 Profit Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.41 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7139|
SPIDAN 46030|
RUVILLE 915434|
LEMFÖRDER 10250 02|
MONROE L29118|
QUINTON HAZELL QR2767S|
DELPHI TA1237|
FEBI BILSTEIN 03583|
","SEAT|
VW|
","Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Ibiza хетчбек 1993 р. - 2002 р.|
Caddy універсал 1995 р. - 2004 р.,
Jetta седан 1983 р. - 1992 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf хетчбек 1991 р. - 1998 р.,
Caddy фургон 1995 р. - 2004 р.|
"
40710006,SWAG,40 71 0006 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.40 кг|
Автозапчастини:Парні номери артикулів: 40710007|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","OPTIMAL G1-036|
STELLOX 51-00112A-SX|
PROFIT 2302-0278|
FORMPART 2002001|
RTS 91-00319|
SPIDAN 46808|
SIDEM 9835|
BLUE PRINT ADG08715|
","DAEWOO|
OPEL|
VAUXHALL|
","Lanos хетчбек 1997 р. - Наш час,
Espero седан 1991 р. - 1999 р.,
Nexia хетчбек 1995 р. - 1997 р.,
Nexia седан 1995 р. - 2008 р.,
Lanos седан 1997 р. - Наш час|
Kadett фургон 1986 р. - 1994 р.,
Kadett універсал 1984 р. - 1991 р.,
Ascona седан 1981 р. - 1988 р.,
Ascona хетчбек 1981 р. - 1988 р.,
Kadett фургон 1984 р. - 1993 р.,
Kadett кабріолет 1986 р. - 1993 р.,
Kadett седан 1984 р. - 1993 р.,
Kadett хетчбек 1984 р. - 1991 р.|
"
17RN0510,Asmetal,17RN0510 Asmetal Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.68 кг|
Автозапчастини:Парні номери артикулів: 17RN0511|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","TALOSA 42-06344|
SPIDAN 45888|
RUVILLE 915568|
LEMFÖRDER 25510 01|
MONROE L10106|
DELPHI TA1814|
FEBI BILSTEIN 21283|
NK 5033663|
","NISSAN|
OPEL|
RENAULT|
","Primastar фургон 2002 р. - Наш час,
Primastar автобус 2001 р. - Наш час|
Vivaro з бортом 2001 р. - Наш час,
Vivaro автобус 2001 р. - Наш час,
Vivaro фургон 2001 р. - Наш час|
Trafic з бортом 2001 р. - Наш час,
Trafic фургон 2001 р. - Наш час,
Laguna хетчбек 2001 р. - Наш час,
Trafic автобус 2001 р. - Наш час,
Laguna універсал 2001 р. - Наш час,
Espace мінівен 2002 р. - Наш час,
Vel satis мінівен 2002 р. - Наш час|
"
67034,Sidem,67034 Sidem Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,5|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.38 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","TRW JTE1107|
SPIDAN 57662|
MEYLE 716 020 0018/HD|
DENCKERMANN D130226|
BORG & BECK BTR5060|
STELLOX 51-04533A-SX|
3RG 32354|
LEMFÖRDER 30462 02|
","FORD|
VOLVO|
","Focus універсал 2010 р. - Наш час,
Focus хетчбек 2004 р. - 2012 р.,
Focus кабріолет 2006 р. - 2011 р.,
C-Max мінівен 2007 р. - 2010 р.,
Focus універсал 2004 р. - 2012 р.,
Focus мінівен 2003 р. - 2007 р.,
Focus седан 2010 р. - Наш час,
C-Max фургон 2010 р. - Наш час,
Focus седан 2005 р. - Наш час,
Focus хетчбек 2010 р. - Наш час|
C30 хетчбек 2006 р. - 2012 р.,
V50 універсал 2003 р. - 2012 р.,
S40 седан 2004 р. - 2012 р.|
"
справа,CTR,CEKH35R CTR Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,25|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Парні номери артикулів: CEKH35L|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","Tucson позашляховик 2004 р. - 2021 р.|
Sportage позашляховик 2004 р. - Наш час|
"
